,12364,11/20/2018 08:34:45,,HASH JOIN,,,,,,,,,,10,8,8,2,11374,2750370,85261470,,,,,,,,2285197837,11303,,"S_STORE_SK=""SS_STORE_SK""",,"(#keys=1; rowset=200) ""S_STORE_SK""[NUMBER,22], ""SS_STORE_SK""[NUMBER,22], ""S_STATE""[CHARACTER,2], ""SS_SOLD_DATE_SK""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""SS_NET_PROFIT""[NUMBER,22], ""SS_EXT_SALES_PRICE""[NUMBER,22]",1,
,12364,11/20/2018 08:34:45,,TABLE ACCESS,FULL,,TPCDS1,STORE,STORE@SEL$2,5,TABLE,ANALYZED,,11,10,9,1,3,12,72,,,,,,,,46407,3,,,S_STATE='TN',"(rowset=200) ""S_STORE_SK""[NUMBER,22], ""S_STATE""[CHARACTER,2]",1,SEL$2
,12364,11/20/2018 08:34:45,,TABLE ACCESS,FULL,,TPCDS1,STORE_SALES,STORE_SALES@SEL$2,2,TABLE,ANALYZED,,12,10,9,2,11362,2880404,72010100,,,,,,,,1996509230,11300,,,,"(rowset=200) ""SS_SOLD_DATE_SK""[NUMBER,22], ""SS_ITEM_SK""[NUMBER,22], ""SS_STORE_SK""[NUMBER,22], ""SS_EXT_SALES_PRICE""[NUMBER,22], ""SS_NET_PROFIT""[NUMBER,22]",1,SEL$2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
