b'\x00\x00\x00\x01F\xfe\x12`',2201826955,0m78skf1mudnb,3506511888,3700596230,b'\x00\x00\x00\x01F\xf6h8',1,2018-09-16 15:58:48,TABLE ACCESS,CLUSTER,,626,SYS,TYPE_MISC$,TYPE_MISC$@SEL$1,CLUSTER,,1,0,1,1,0,2,1,47,,,,,,,15483,2,,,,"""TYPE_MISC$"".ROWID[ROWID,10], ""OBJ#""[NUMBER,22], ""AUDIT$""[VARCHAR2,38], ""PROPERTIES""[NUMBER,22]",1,SEL$1,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""SYS""]]></info><info type=""plan_hash_full"">3700596230</info><info type=""plan_hash"">3506511888</info><info type=""plan_hash_2"">3700596230</info><outline_data><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPT_PARAM('_optim_peek_user_binds' 'false')]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[INDEX(@""SEL$1"" ""TYPE_MISC$""@""SEL$1"" ""I_OBJ#"")]]></hint></outline_data></other_xml>",0
b'\x00\x00\x00\x01F\xfe\x12`',2201826955,0m78skf1mudnb,3506511888,3700596230,b'\x00\x00\x00\x01F\xfd\xfe\xb0',0,2018-09-16 15:58:48,TABLE ACCESS,CLUSTER,,626,SYS,TYPE_MISC$,TYPE_MISC$@SEL$1,CLUSTER,,1,0,1,1,0,2,1,47,,,,,,,15483,2,,,,"""TYPE_MISC$"".ROWID[ROWID,10], ""OBJ#""[NUMBER,22], ""AUDIT$""[VARCHAR2,38], ""PROPERTIES""[NUMBER,22]",1,SEL$1,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""SYS""]]></info><info type=""plan_hash_full"">3700596230</info><info type=""plan_hash"">3506511888</info><info type=""plan_hash_2"">3700596230</info><outline_data><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[OPT_PARAM('_optim_peek_user_binds' 'false')]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$1"")]]></hint><hint><![CDATA[INDEX(@""SEL$1"" ""TYPE_MISC$""@""SEL$1"" ""I_OBJ#"")]]></hint></outline_data></other_xml>",0
b'\x00\x00\x00\x01F\xfe\x12`',2201826955,0m78skf1mudnb,3506511888,3700596230,b'\x00\x00\x00\x01F\xf6h8',1,2018-09-16 15:58:48,INDEX,UNIQUE SCAN,,3,SYS,I_OBJ#,TYPE_MISC$@SEL$1,INDEX (CLUSTER),,2,1,2,1,1,1,1,,,,,,,,8171,1,,"""OBJ#""=:1",,"""TYPE_MISC$"".ROWID[ROWID,10]",1,SEL$1,,,0
b'\x00\x00\x00\x01F\xfe\x12`',2201826955,0m78skf1mudnb,3506511888,3700596230,b'\x00\x00\x00\x01F\xfd\xfe\xb0',0,2018-09-16 15:58:48,INDEX,UNIQUE SCAN,,3,SYS,I_OBJ#,TYPE_MISC$@SEL$1,INDEX (CLUSTER),,2,1,2,1,1,1,1,,,,,,,,8171,1,,"""OBJ#""=:1",,"""TYPE_MISC$"".ROWID[ROWID,10]",1,SEL$1,,,0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,INSERT STATEMENT,,,,,,,,ALL_ROWS,0,,0,1,0,1,,,,,,,,,,,,,,,,,,,0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,LOAD TABLE CONVENTIONAL,,,,SYS,WRH$_RSRC_CONSUMER_GROUP,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,SEL$573A9BEE,,"<other_xml><info type=""db_version"">12.1.0.2</info><info type=""parse_schema""><![CDATA[""SYS""]]></info><info type=""plan_hash_full"">1855212943</info><info type=""plan_hash"">1206999729</info><info type=""plan_hash_2"">2796074102</info><info type=""adaptive_plan"" note=""y"">yes</info><outline_data><hint><![CDATA[IGNORE_OPTIM_EMBEDDED_HINTS]]></hint><hint><![CDATA[OPTIMIZER_FEATURES_ENABLE('12.1.0.2')]]></hint><hint><![CDATA[DB_VERSION('12.1.0.2')]]></hint><hint><![CDATA[ALL_ROWS]]></hint><hint><![CDATA[OUTLINE_LEAF(@""SEL$573A9BEE"")]]></hint><hint><![CDATA[MERGE(@""SEL$335DD26A"")]]></hint><hint><![CDATA[MERGE(@""SEL$7286615E"")]]></hint><hint><![CDATA[OUTLINE_LEAF(@""INS$1"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$1"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$335DD26A"")]]></hint><hint><![CDATA[MERGE(@""SEL$3"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$7286615E"")]]></hint><hint><![CDATA[MERGE(@""SEL$5"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$2"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$3"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$4"")]]></hint><hint><![CDATA[OUTLINE(@""SEL$5"")]]></hint><hint><![CDATA[FULL(@""INS$1"" ""WRH$_RSRC_CONSUMER_GROUP""@""INS$1"")]]></hint><hint><![CDATA[FULL(@""SEL$573A9BEE"" ""PLW""@""SEL$5"")]]></hint><hint><![CDATA[FULL(@""SEL$573A9BEE"" ""X$KGSKSCS""@""SEL$3"")]]></hint><hint><![CDATA[INDEX(@""SEL$573A9BEE"" ""O""@""SEL$5"" (""OBJ$"".""OBJ#"" ""OBJ$"".""OWNER#"" ""OBJ$"".""TYPE#""))]]></hint><hint><![CDATA[LEADING(@""SEL$573A9BEE"" ""PLW""@""SEL$5"" ""X$KGSKSCS""@""SEL$3"" ""O""@""SEL$5"")]]></hint><hint><![CDATA[USE_HASH(@""SEL$573A9BEE"" ""X$KGSKSCS""@""SEL$3"")]]></hint><hint><![CDATA[USE_NL(@""SEL$573A9BEE"" ""O""@""SEL$5"")]]></hint></outline_data><display_map><row op=""1"" dis=""1"" par=""0"" prt=""0"" dep=""1"" skp=""0""/><row op=""2"" dis=""1"" par=""1"" prt=""0"" dep=""1"" skp=""1""/><row op=""3"" dis=""2"" par=""1"" prt=""0"" dep=""2"" skp=""0""/><row op=""4"" dis=""2"" par=""2"" prt=""0"" dep=""2"" skp=""1""/><row op=""5"" dis=""3"" par=""2"" prt=""0"" dep=""3"" skp=""0""/><row op=""6"" dis=""4"" par=""3"" prt=""0"" dep=""4"" skp=""0""/><row op=""7"" dis=""5"" par=""3"" prt=""0"" dep=""4"" skp=""0""/><row op=""8"" dis=""6"" par=""2"" prt=""0"" dep=""3"" skp=""0""/><row op=""9"" dis=""6"" par=""1"" prt=""0"" dep=""1"" skp=""1""/></display_map></other_xml>",0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,HASH JOIN,OUTER,,,,,,,,2,1,2,1,0,1,1,150,,,,,,,631491,1,,"""PLW"".""WINDOW_ID_KSKPLW""=""O"".""OBJ#""",,"(#keys=1) ""PLW"".""WINDOW_ID_KSKPLW""[NUMBER,22], ""O"".""OBJ#""[NUMBER,22], ""PLW"".""SEQ_KSKPLW""[NUMBER,22], ""SEQ_KGSKSCS""[NUMBER,22], ""INST_ID""[NUMBER,22], ""O"".""OBJ#""[NUMBER,22], ""PLW"".""ID_KSKPLW""[NUMBER,22], ""INST_ID""[NUMBER,22], ""MBWREQS_KGSKSCS""[NUMBER,22], ""CONSUMER_GROUP_ID_KGSKSCS""[NUMBER,22], ""NAME_KGSKSCS""[VARCHAR2,30], ""REQUESTS_KGSKSCS""[NUMBER,22], ""CPU_WAIT_TIME_KGSKSCS""[NUMBER,22], ""CPU_WAITS_KGSKSCS""[NUMBER,22], ""CONSUMED_CPU_TIME_KGSKSCS""[NUMBER,22], ""YIELDS_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""UNDO_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""SWCH_IN_TIME_KGSKSCS""[NUMBER,22], ""SWCH_OUT_TIME_KGSKSCS""[NUMBER,22], ""SWCH_IN_MB_KGSKSCS""[NUMBER,22], ""SWCH_OUT_MB_KGSKSCS""[NUMBER,22], ""SWCH_IN_REQS_KGSKSCS""[NUMBER,22], ""SWCH_OUT_REQS_KGSKSCS""[NUMBER,22], ""SQL_CANCELED_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_BLKR_SESS_KILLED_KGSKSCS""[NUMBER,22], ""QUEUED_TIME_KGSKSCS""[NUMBER,22], ""QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""TOT_PQ_QRY_KGSKSCS""[NUMBER,22], ""TOT_PQ_DOP_KGSKSCS""[NUMBER,22], ""PARALLEL_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""PQ_ACTIVE_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUED_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""WTIME_KGSKSCS""[NUMBER,22], ""WREQS_KGSKSCS""[NUMBER,22], ""SBRDATA_KGSKSCS""[NUMBER,22], ""SBWDATA_KGSKSCS""[NUMBER,22], ""MBRDATA_KGSKSCS""[NUMBER,22], ""MBWDATA_KGSKSCS""[NUMBER,22], ""SBRREQS_KGSKSCS""[NUMBER,22], ""SBWREQS_KGSKSCS""[NUMBER,22], ""MBRREQS_KGSKSCS""[NUMBER,22], ""O"".ROWID[ROWID,10]",1,,,,0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,NESTED LOOPS,OUTER,,,,,,,,3,2,3,1,0,1,1,150,,,,,,,631491,1,,,,"""PLW"".""SEQ_KSKPLW""[NUMBER,22], ""SEQ_KGSKSCS""[NUMBER,22], ""INST_ID""[NUMBER,22], ""PLW"".""WINDOW_ID_KSKPLW""[NUMBER,22], ""PLW"".""ID_KSKPLW""[NUMBER,22], ""INST_ID""[NUMBER,22], ""MBWREQS_KGSKSCS""[NUMBER,22], ""CONSUMER_GROUP_ID_KGSKSCS""[NUMBER,22], ""NAME_KGSKSCS""[VARCHAR2,30], ""REQUESTS_KGSKSCS""[NUMBER,22], ""CPU_WAIT_TIME_KGSKSCS""[NUMBER,22], ""CPU_WAITS_KGSKSCS""[NUMBER,22], ""CONSUMED_CPU_TIME_KGSKSCS""[NUMBER,22], ""YIELDS_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""UNDO_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""SWCH_IN_TIME_KGSKSCS""[NUMBER,22], ""SWCH_OUT_TIME_KGSKSCS""[NUMBER,22], ""SWCH_IN_MB_KGSKSCS""[NUMBER,22], ""SWCH_OUT_MB_KGSKSCS""[NUMBER,22], ""SWCH_IN_REQS_KGSKSCS""[NUMBER,22], ""SWCH_OUT_REQS_KGSKSCS""[NUMBER,22], ""SQL_CANCELED_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_BLKR_SESS_KILLED_KGSKSCS""[NUMBER,22], ""QUEUED_TIME_KGSKSCS""[NUMBER,22], ""QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""TOT_PQ_QRY_KGSKSCS""[NUMBER,22], ""TOT_PQ_DOP_KGSKSCS""[NUMBER,22], ""PARALLEL_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""PQ_ACTIVE_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUED_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""WTIME_KGSKSCS""[NUMBER,22], ""WREQS_KGSKSCS""[NUMBER,22], ""SBRDATA_KGSKSCS""[NUMBER,22], ""SBWDATA_KGSKSCS""[NUMBER,22], ""MBRDATA_KGSKSCS""[NUMBER,22], ""MBWDATA_KGSKSCS""[NUMBER,22], ""SBRREQS_KGSKSCS""[NUMBER,22], ""SBWREQS_KGSKSCS""[NUMBER,22], ""MBRREQS_KGSKSCS""[NUMBER,22], ""O"".ROWID[ROWID,10], ""O"".""OBJ#""[NUMBER,22]",1,,,,0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,STATISTICS COLLECTOR,,,,,,,,,4,3,4,1,0,,,,,,,,,,,,,,,"""PLW"".""SEQ_KSKPLW""[NUMBER,22], ""SEQ_KGSKSCS""[NUMBER,22], ""INST_ID""[NUMBER,22], ""PLW"".""WINDOW_ID_KSKPLW""[NUMBER,22], ""PLW"".""ID_KSKPLW""[NUMBER,22], ""INST_ID""[NUMBER,22], ""MBWREQS_KGSKSCS""[NUMBER,22], ""CONSUMER_GROUP_ID_KGSKSCS""[NUMBER,22], ""NAME_KGSKSCS""[VARCHAR2,30], ""REQUESTS_KGSKSCS""[NUMBER,22], ""CPU_WAIT_TIME_KGSKSCS""[NUMBER,22], ""CPU_WAITS_KGSKSCS""[NUMBER,22], ""CONSUMED_CPU_TIME_KGSKSCS""[NUMBER,22], ""YIELDS_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""UNDO_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""SWCH_IN_TIME_KGSKSCS""[NUMBER,22], ""SWCH_OUT_TIME_KGSKSCS""[NUMBER,22], ""SWCH_IN_MB_KGSKSCS""[NUMBER,22], ""SWCH_OUT_MB_KGSKSCS""[NUMBER,22], ""SWCH_IN_REQS_KGSKSCS""[NUMBER,22], ""SWCH_OUT_REQS_KGSKSCS""[NUMBER,22], ""SQL_CANCELED_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_BLKR_SESS_KILLED_KGSKSCS""[NUMBER,22], ""QUEUED_TIME_KGSKSCS""[NUMBER,22], ""QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""TOT_PQ_QRY_KGSKSCS""[NUMBER,22], ""TOT_PQ_DOP_KGSKSCS""[NUMBER,22], ""PARALLEL_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""PQ_ACTIVE_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUED_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""WTIME_KGSKSCS""[NUMBER,22], ""WREQS_KGSKSCS""[NUMBER,22], ""SBRDATA_KGSKSCS""[NUMBER,22], ""SBWDATA_KGSKSCS""[NUMBER,22], ""MBRDATA_KGSKSCS""[NUMBER,22], ""MBWDATA_KGSKSCS""[NUMBER,22], ""SBRREQS_KGSKSCS""[NUMBER,22], ""SBWREQS_KGSKSCS""[NUMBER,22], ""MBRREQS_KGSKSCS""[NUMBER,22]",,,,,0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,HASH JOIN,,,,,,,,,5,4,5,1,0,0,1,145,,,,,,,623320,0,,"""SEQ_KGSKSCS""=""PLW"".""SEQ_KSKPLW""",,"(#keys=1) ""PLW"".""SEQ_KSKPLW""[NUMBER,22], ""SEQ_KGSKSCS""[NUMBER,22], ""INST_ID""[NUMBER,22], ""PLW"".""WINDOW_ID_KSKPLW""[NUMBER,22], ""PLW"".""ID_KSKPLW""[NUMBER,22], ""INST_ID""[NUMBER,22], ""MBWREQS_KGSKSCS""[NUMBER,22], ""CONSUMER_GROUP_ID_KGSKSCS""[NUMBER,22], ""NAME_KGSKSCS""[VARCHAR2,30], ""REQUESTS_KGSKSCS""[NUMBER,22], ""CPU_WAIT_TIME_KGSKSCS""[NUMBER,22], ""CPU_WAITS_KGSKSCS""[NUMBER,22], ""CONSUMED_CPU_TIME_KGSKSCS""[NUMBER,22], ""YIELDS_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""UNDO_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""SWCH_IN_TIME_KGSKSCS""[NUMBER,22], ""SWCH_OUT_TIME_KGSKSCS""[NUMBER,22], ""SWCH_IN_MB_KGSKSCS""[NUMBER,22], ""SWCH_OUT_MB_KGSKSCS""[NUMBER,22], ""SWCH_IN_REQS_KGSKSCS""[NUMBER,22], ""SWCH_OUT_REQS_KGSKSCS""[NUMBER,22], ""SQL_CANCELED_KGSKSCS""[NUMBER,22], ""ACTIVE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_SESS_KILLED_KGSKSCS""[NUMBER,22], ""IDLE_BLKR_SESS_KILLED_KGSKSCS""[NUMBER,22], ""QUEUED_TIME_KGSKSCS""[NUMBER,22], ""QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""TOT_PQ_QRY_KGSKSCS""[NUMBER,22], ""TOT_PQ_DOP_KGSKSCS""[NUMBER,22], ""PARALLEL_LIMIT_HIT_KGSKSCS""[NUMBER,22], ""PQ_ACTIVE_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUED_TIME_KGSKSCS""[NUMBER,22], ""PQ_QUEUE_TIME_OUTS_KGSKSCS""[NUMBER,22], ""WTIME_KGSKSCS""[NUMBER,22], ""WREQS_KGSKSCS""[NUMBER,22], ""SBRDATA_KGSKSCS""[NUMBER,22], ""SBWDATA_KGSKSCS""[NUMBER,22], ""MBRDATA_KGSKSCS""[NUMBER,22], ""MBWDATA_KGSKSCS""[NUMBER,22], ""SBRREQS_KGSKSCS""[NUMBER,22], ""SBWREQS_KGSKSCS""[NUMBER,22], ""MBRREQS_KGSKSCS""[NUMBER,22]",,,,,0
b'\x00\x00\x00\x01=\xcfW\x08',3544316824,0t9xqgg9n3yws,1206999729,1855212943,b'\x00\x00\x00\x01=\xcfD\x98',0,2018-09-16 15:58:49,FIXED TABLE,FULL,,,SYS,X$KSKPLW,PLW@SEL$5,TABLE (FIXED),,6,5,6,1,0,0,1,14,,,,,,,7570,0,,,"(DECODE(""PLW"".""ID_KSKPLW"",0,NULL,""PLW"".""ID_KSKPLW"") IS NOT NULL AND ""INST_ID""=USERENV('INSTANCE'))","""INST_ID""[NUMBER,22], ""PLW"".""SEQ_KSKPLW""[NUMBER,22], ""PLW"".""ID_KSKPLW""[NUMBER,22], ""PLW"".""WINDOW_ID_KSKPLW""[NUMBER,22]",,SEL$573A9BEE,,,0
